Datetime,Adj Close,Close,High,Low,Open,Volume
2025-05-27 19:45:00,135.49000549316406,135.49000549316406,135.5,134.7707061767578,135.0449981689453,13164030
2025-05-27 19:30:00,135.0500030517578,135.0500030517578,135.13999938964844,134.72000122070312,135.13999938964844,7033719
2025-05-27 19:15:00,135.13999938964844,135.13999938964844,135.2799072265625,135.00999450683594,135.18499755859375,4563090
2025-05-27 19:00:00,135.18499755859375,135.18499755859375,135.375,135.1300048828125,135.375,4009296
2025-05-27 18:45:00,135.37179565429688,135.37179565429688,135.4600067138672,135.10000610351562,135.139892578125,4188795
2025-05-27 18:30:00,135.13999938964844,135.13999938964844,135.34500122070312,135.03160095214844,135.2550048828125,3303874
2025-05-27 18:15:00,135.25160217285156,135.25160217285156,135.40499877929688,135.0449981689453,135.38519287109375,3900035
2025-05-27 18:00:00,135.38499450683594,135.38499450683594,135.6300048828125,135.24000549316406,135.51499938964844,4112731
2025-05-27 17:45:00,135.51499938964844,135.51499938964844,135.64999389648438,135.48500061035156,135.55499267578125,3382153
2025-05-27 17:30:00,135.55499267578125,135.55499267578125,135.64999389648438,135.44000244140625,135.6011962890625,3172490
2025-05-27 17:15:00,135.60000610351562,135.60000610351562,135.6199951171875,135.38999938964844,135.5399932861328,3374480
2025-05-27 17:00:00,135.5399932861328,135.5399932861328,135.60000610351562,135.1999969482422,135.1999969482422,3755487
2025-05-27 16:45:00,135.2100067138672,135.2100067138672,135.5399932861328,135.17999267578125,135.53990173339844,3370781
2025-05-27 16:30:00,135.53500366210938,135.53500366210938,135.66000366210938,135.25,135.26499938964844,4654006
2025-05-27 16:15:00,135.26199340820312,135.26199340820312,135.4499969482422,135.1999969482422,135.3300018310547,3885544
2025-05-27 16:00:00,135.33990478515625,135.33990478515625,135.4199981689453,135.0238037109375,135.06500244140625,4931005
2025-05-27 15:45:00,135.05999755859375,135.05999755859375,135.11000061035156,134.8800048828125,135.0449981689453,4439118
2025-05-27 15:30:00,135.04010009765625,135.04010009765625,135.2899932861328,134.83999633789062,135.21499633789062,5327946
2025-05-27 15:15:00,135.2100067138672,135.2100067138672,135.36000061035156,135.02000427246094,135.18499755859375,5228696
2025-05-27 15:00:00,135.17999267578125,135.17999267578125,135.39990234375,134.94000244140625,135.2100067138672,5691295
2025-05-27 14:45:00,135.22500610351562,135.22500610351562,135.55999755859375,135.05999755859375,135.35000610351562,6871605
2025-05-27 14:30:00,135.341796875,135.341796875,135.45989990234375,134.9499969482422,135.3000030517578,7429261
2025-05-27 14:15:00,135.2917938232422,135.2917938232422,135.39999389648438,134.6999969482422,134.8300018310547,10907537
2025-05-27 14:00:00,134.8292999267578,134.8292999267578,135.0,134.41000366210938,134.45809936523438,11702509
2025-05-27 13:45:00,134.4499969482422,134.4499969482422,134.47000122070312,133.60000610351562,133.75999450683594,10935822
2025-05-27 13:30:00,133.77499389648438,133.77499389648438,134.7899932861328,133.30999755859375,134.15249633789062,27168609
2025-05-23 19:45:00,131.30999755859375,131.30999755859375,132.0,131.13999938964844,131.91000366210938,13262542
2025-05-23 19:30:00,131.9250030517578,131.9250030517578,131.9499969482422,131.52499389648438,131.625,5034012
2025-05-23 19:15:00,131.6239013671875,131.6239013671875,132.02000427246094,131.3000030517578,132.00999450683594,5091373
2025-05-23 19:00:00,132.01499938964844,132.01499938964844,132.13999938964844,131.5500030517578,131.86000061035156,4296728
2025-05-23 18:45:00,131.8699951171875,131.8699951171875,132.0,131.5850067138672,131.93499755859375,4356064
2025-05-23 18:30:00,131.93179321289062,131.93179321289062,132.38999938964844,131.8800048828125,132.1300048828125,3419580
2025-05-23 18:15:00,132.13499450683594,132.13499450683594,132.66000366210938,131.8000030517578,132.46499633789062,5507161
2025-05-23 18:00:00,132.4698028564453,132.4698028564453,132.67999267578125,131.8300018310547,131.89100646972656,8426411
2025-05-23 17:45:00,131.89500427246094,131.89500427246094,132.02999877929688,131.55999755859375,131.6300048828125,3635207
2025-05-23 17:30:00,131.6199951171875,131.6199951171875,131.9550018310547,131.4199981689453,131.94979858398438,5832660
2025-05-23 17:15:00,131.9499969482422,131.9499969482422,132.0989990234375,131.50999450683594,131.61000061035156,5102356
2025-05-23 17:00:00,131.61500549316406,131.61500549316406,131.7615966796875,130.92999267578125,131.05999755859375,5459431
2025-05-23 16:45:00,131.0518035888672,131.0518035888672,131.2899932861328,131.00999450683594,131.0399932861328,3583143
2025-05-23 16:30:00,131.03500366210938,131.03500366210938,131.1199951171875,130.75,131.01109313964844,3409015
2025-05-23 16:15:00,131.00999450683594,131.00999450683594,131.19000244140625,130.83009338378906,131.0,4987714
2025-05-23 16:00:00,131.00010681152344,131.00010681152344,131.22000122070312,130.6300048828125,130.69500732421875,5983855
2025-05-23 15:45:00,130.69500732421875,130.69500732421875,131.10499572753906,130.6800994873047,131.02000427246094,3907836
2025-05-23 15:30:00,131.01499938964844,131.01499938964844,131.2899932861328,130.8300018310547,130.9600067138672,4753896
2025-05-23 15:15:00,130.97999572753906,130.97999572753906,131.02999877929688,130.19000244140625,130.5399932861328,6768322
2025-05-23 15:00:00,130.60000610351562,130.60000610351562,131.47999572753906,130.52000427246094,131.2100067138672,6661194
2025-05-23 14:45:00,131.2010955810547,131.2010955810547,131.3800048828125,130.9149932861328,131.0,6517113
2025-05-23 14:30:00,131.0,131.0,131.35000610351562,130.42999267578125,130.5500030517578,6955158
2025-05-23 14:15:00,130.52999877929688,130.52999877929688,131.0800018310547,130.24000549316406,130.99000549316406,7394998
2025-05-23 14:00:00,130.99000549316406,130.99000549316406,131.19500732421875,130.27999877929688,130.32000732421875,10087942
2025-05-23 13:45:00,130.30999755859375,130.30999755859375,130.5399932861328,129.66000366210938,130.33999633789062,10302005
2025-05-23 13:30:00,130.33349609375,130.33349609375,130.99000549316406,129.1699981689453,129.99000549316406,32929591
2025-05-22 19:45:00,132.78990173339844,132.78990173339844,133.97000122070312,132.66000366210938,133.3249969482422,12308404
2025-05-22 19:30:00,133.3249969482422,133.3249969482422,133.96969604492188,133.27000427246094,133.9199981689453,5028617
2025-05-22 19:15:00,133.918701171875,133.918701171875,134.04989624023438,133.72000122070312,134.01170349121094,3914399
2025-05-22 19:00:00,134.01499938964844,134.01499938964844,134.25,133.80999755859375,133.94000244140625,4947935
2025-05-22 18:45:00,133.92999267578125,133.92999267578125,134.1999053955078,133.52110290527344,133.57440185546875,6269143
2025-05-22 18:30:00,133.5749969482422,133.5749969482422,133.67999267578125,133.21499633789062,133.3302001953125,4911754
2025-05-22 18:15:00,133.3350067138672,133.3350067138672,133.47500610351562,133.1699981689453,133.23500061035156,3390750
2025-05-22 18:00:00,133.2449951171875,133.2449951171875,133.48500061035156,133.11000061035156,133.4550018310547,3285993
2025-05-22 17:45:00,133.4550018310547,133.4550018310547,133.69000244140625,133.25999450683594,133.6790008544922,3107526
2025-05-22 17:30:00,133.67129516601562,133.67129516601562,133.72000122070312,133.3350067138672,133.51730346679688,3657244
2025-05-22 17:15:00,133.51100158691406,133.51100158691406,133.6699981689453,133.07000732421875,133.10000610351562,5168270
2025-05-22 17:00:00,133.091796875,133.091796875,133.3300018310547,133.07000732421875,133.17999267578125,3961608
2025-05-22 16:45:00,133.17999267578125,133.17999267578125,133.4199981689453,133.00999450683594,133.36000061035156,3575155
2025-05-22 16:30:00,133.36500549316406,133.36500549316406,133.57000732421875,133.25999450683594,133.40499877929688,3530146
2025-05-22 16:15:00,133.39500427246094,133.39500427246094,133.85000610351562,133.2899932861328,133.5500030517578,5219952
2025-05-22 16:00:00,133.55999755859375,133.55999755859375,133.60000610351562,133.16000366210938,133.4199981689453,5105566
2025-05-22 15:45:00,133.4250030517578,133.4250030517578,133.42999267578125,132.89999389648438,133.02999877929688,4728296
2025-05-22 15:30:00,133.03500366210938,133.03500366210938,133.11000061035156,132.5800018310547,132.8800048828125,5427531
2025-05-22 15:15:00,132.8800048828125,132.8800048828125,133.4799041748047,132.781005859375,133.23500061035156,6037962
2025-05-22 15:00:00,133.23500061035156,133.23500061035156,133.5,133.05999755859375,133.13999938964844,6071877
2025-05-22 14:45:00,133.13999938964844,133.13999938964844,133.25,132.52999877929688,132.7899932861328,6547307
2025-05-22 14:30:00,132.7949981689453,132.7949981689453,133.43499755859375,132.6300048828125,133.0399932861328,7235862
2025-05-22 14:15:00,133.0399932861328,133.0399932861328,133.25,132.52999877929688,132.8800048828125,8760795
2025-05-22 14:00:00,132.875,132.875,133.9499969482422,132.77000427246094,133.49000549316406,11274952
2025-05-22 13:45:00,133.4600067138672,133.4600067138672,133.62989807128906,131.72000122070312,131.80999755859375,11698627
2025-05-22 13:30:00,131.7899932861328,131.7899932861328,133.27000427246094,131.55479431152344,132.17999267578125,24063633
2025-05-21 19:45:00,131.72999572753906,131.72999572753906,132.41000366210938,131.72999572753906,132.0500030517578,13340085
2025-05-21 19:30:00,132.05499267578125,132.05499267578125,132.14999389648438,131.07000732421875,131.0800018310547,10490656
2025-05-21 19:15:00,131.07870483398438,131.07870483398438,131.81520080566406,130.58999633789062,131.74000549316406,11560660
2025-05-21 19:00:00,131.73500061035156,131.73500061035156,132.75,131.33999633789062,132.52499389648438,11674351
2025-05-21 18:45:00,132.5200958251953,132.5200958251953,133.32000732421875,132.39999389648438,133.2550048828125,6265396
2025-05-21 18:30:00,133.2624053955078,133.2624053955078,133.44500732421875,132.78500366210938,132.84500122070312,6709625
2025-05-21 18:15:00,132.84500122070312,132.84500122070312,133.16180419921875,132.28469848632812,132.92999267578125,9026049
2025-05-21 18:00:00,132.9499969482422,132.9499969482422,133.52999877929688,132.72000122070312,133.3800048828125,8802401
2025-05-21 17:45:00,133.3800048828125,133.3800048828125,133.8300018310547,132.71009826660156,133.3699951171875,10075741
2025-05-21 17:30:00,133.375,133.375,134.22000122070312,132.8101043701172,133.22999572753906,15133640
2025-05-21 17:15:00,133.21499633789062,133.21499633789062,136.49000549316406,133.11500549316406,136.42999267578125,16688985
2025-05-21 17:00:00,136.43800354003906,136.43800354003906,137.0800018310547,136.30999755859375,136.92999267578125,7478380
2025-05-21 16:45:00,136.92990112304688,136.92990112304688,137.39999389648438,136.88499450683594,137.1699981689453,5909858
2025-05-21 16:30:00,137.1699981689453,137.1699981689453,137.25,137.02999877929688,137.0850067138672,4574911
2025-05-21 16:15:00,137.0850067138672,137.0850067138672,137.14999389648438,136.72999572753906,136.94500732421875,6417428
2025-05-21 16:00:00,136.94459533691406,136.94459533691406,137.39999389648438,136.6999969482422,136.7449951171875,9229443
2025-05-21 15:45:00,136.7449951171875,136.7449951171875,137.07000732421875,136.30999755859375,136.60000610351562,10928193
2025-05-21 15:30:00,136.60719299316406,136.60719299316406,136.64999389648438,135.72000122070312,135.875,8978581
2025-05-21 15:15:00,135.87579345703125,135.87579345703125,135.97999572753906,135.3218994140625,135.4600067138672,7459138
2025-05-21 15:00:00,135.4600067138672,135.4600067138672,135.52000427246094,134.67010498046875,134.84500122070312,9734988
2025-05-21 14:45:00,134.84820556640625,134.84820556640625,134.85499572753906,134.10000610351562,134.1898956298828,5983955
2025-05-21 14:30:00,134.1699981689453,134.1699981689453,134.34820556640625,133.77000427246094,134.08999633789062,5877418
2025-05-21 14:15:00,134.0850067138672,134.0850067138672,134.33999633789062,133.75,133.85499572753906,6200166
2025-05-21 14:00:00,133.85000610351562,133.85000610351562,134.65969848632812,133.75,134.31500244140625,9386641
2025-05-21 13:45:00,134.35499572753906,134.35499572753906,134.89999389648438,133.95880126953125,134.1750030517578,10025282
2025-05-21 13:30:00,134.1699981689453,134.1699981689453,134.27999877929688,133.44500732421875,133.65769958496094,17415966
2025-05-20 19:45:00,134.3800048828125,134.3800048828125,134.4600067138672,133.8000030517578,133.92930603027344,9012930
2025-05-20 19:30:00,133.92129516601562,133.92129516601562,134.27999877929688,133.81500244140625,133.82000732421875,5590814
2025-05-20 19:15:00,133.81500244140625,133.81500244140625,133.88999938964844,133.57000732421875,133.6999969482422,3673548
2025-05-20 19:00:00,133.69000244140625,133.69000244140625,133.76809692382812,133.02999877929688,133.6300048828125,5305464
2025-05-20 18:45:00,133.639892578125,133.639892578125,133.77999877929688,133.52999877929688,133.6999969482422,3130851
2025-05-20 18:30:00,133.6999969482422,133.6999969482422,133.9199981689453,133.40499877929688,133.4499969482422,4405803
2025-05-20 18:15:00,133.4499969482422,133.4499969482422,134.16000366210938,133.3699951171875,134.05499267578125,4515854
2025-05-20 18:00:00,134.0500030517578,134.0500030517578,134.24000549316406,133.9600067138672,134.0,2941364
2025-05-20 17:45:00,134.0050048828125,134.0050048828125,134.1999053955078,133.82000732421875,134.14999389648438,3384203
2025-05-20 17:30:00,134.15499877929688,134.15499877929688,134.22000122070312,133.89010620117188,134.10000610351562,3505844
2025-05-20 17:15:00,134.10499572753906,134.10499572753906,134.23989868164062,134.02999877929688,134.19500732421875,3557529
2025-05-20 17:00:00,134.19500732421875,134.19500732421875,134.44000244140625,134.10000610351562,134.15499877929688,3300165
2025-05-20 16:45:00,134.15499877929688,134.15499877929688,134.38999938964844,134.14999389648438,134.30499267578125,2458395
2025-05-20 16:30:00,134.30499267578125,134.30499267578125,134.42999267578125,134.04010009765625,134.0850067138672,3524456
2025-05-20 16:15:00,134.0845947265625,134.0845947265625,134.125,133.72999572753906,133.89500427246094,3542092
