Datetime,Adj Close,Close,High,Low,Open,Volume
2025-05-28 00:00:00,12.239999771118164,12.239999771118164,12.899999618530273,12.050000190734863,12.800000190734863,6972200
2025-05-27 00:00:00,12.640000343322754,12.640000343322754,13.109999656677246,11.90999984741211,11.920000076293945,12639300
2025-05-23 00:00:00,11.34000015258789,11.34000015258789,11.520000457763672,11.01099967956543,11.100000381469727,3978300
2025-05-22 00:00:00,11.460000038146973,11.460000038146973,11.779999732971191,10.779999732971191,11.09000015258789,5709700
2025-05-21 00:00:00,11.229999542236328,11.229999542236328,11.829999923706055,11.180000305175781,11.720000267028809,5366000
2025-05-20 00:00:00,11.90999984741211,11.90999984741211,12.170000076293945,11.595000267028809,12.100000381469727,5094500
2025-05-19 00:00:00,12.119999885559082,12.119999885559082,12.130000114440918,11.598999977111816,11.75,5925300
2025-05-16 00:00:00,12.359999656677246,12.359999656677246,12.720000267028809,11.970000267028809,12.100000381469727,9278500
2025-05-15 00:00:00,11.829999923706055,11.829999923706055,12.17300033569336,10.92300033569336,11.779999732971191,9984800
2025-05-14 00:00:00,11.829999923706055,11.829999923706055,12.789999961853027,11.668999671936035,11.899999618530273,17242600
2025-05-13 00:00:00,11.630000114440918,11.630000114440918,12.800000190734863,11.010000228881836,11.100000381469727,35779600
2025-05-12 00:00:00,9.5,9.5,10.1899995803833,9.40999984741211,9.859999656677246,6421500
2025-05-09 00:00:00,9.239999771118164,9.239999771118164,9.505000114440918,8.989999771118164,9.420000076293945,3713200
2025-05-08 00:00:00,9.350000381469727,9.350000381469727,9.539999961853027,8.885000228881836,9.199999809265137,5142600
2025-05-07 00:00:00,8.930000305175781,8.930000305175781,9.114999771118164,8.779999732971191,8.975000381469727,3071200
2025-05-06 00:00:00,8.975000381469727,8.975000381469727,8.979999542236328,8.539999961853027,8.6899995803833,3249900
2025-05-05 00:00:00,9.050000190734863,9.050000190734863,9.1899995803833,8.829999923706055,9.125,3471100
2025-05-02 00:00:00,9.300000190734863,9.300000190734863,9.649999618530273,8.8100004196167,8.869999885559082,12188300
2025-05-01 00:00:00,8.619999885559082,8.619999885559082,8.725000381469727,8.170000076293945,8.399999618530273,4828200
2025-04-30 00:00:00,8.199999809265137,8.199999809265137,8.347000122070312,7.949999809265137,8.220000267028809,3466900
2025-04-29 00:00:00,8.600000381469727,8.600000381469727,8.6899995803833,8.444999694824219,8.555000305175781,3555300
