Adj Close,Close,High,Low,Open,Volume
1187.8499755859375,1187.8499755859375,1193.4949951171875,1187.208251953125,1192.2900390625,181739
1192.925048828125,1192.925048828125,1196.7149658203125,1192.5870361328125,1196.635009765625,67548
1196.56005859375,1196.56005859375,1198.27001953125,1196.56005859375,1197.8199462890625,53857
1198.43994140625,1198.43994140625,1198.43994140625,1195.4901123046875,1195.7249755859375,52295
1195.280029296875,1195.280029296875,1196.419921875,1193.989990234375,1194.1400146484375,33370
1194.1600341796875,1194.1600341796875,1196.81005859375,1193.5799560546875,1196.1199951171875,46935
1195.570068359375,1195.570068359375,1198.7498779296875,1195.5699462890625,1196.739990234375,57709
1197.2215576171875,1197.2215576171875,1197.3499755859375,1195.3299560546875,1195.3299560546875,50238
1195.97998046875,1195.97998046875,1196.280029296875,1194.3800048828125,1194.97998046875,42518
1195.0400390625,1195.0400390625,1195.0400390625,1193.0,1194.1300048828125,29896
1193.9410400390625,1193.9410400390625,1194.4698486328125,1190.9150390625,1191.050048828125,26569
1190.6199951171875,1190.6199951171875,1192.239990234375,1190.2900390625,1192.1199951171875,28841
1191.77001953125,1191.77001953125,1193.0799560546875,1191.0560302734375,1192.8499755859375,30967
1192.8499755859375,1192.8499755859375,1193.9000244140625,1191.97998046875,1193.6300048828125,34780
1193.0885009765625,1193.0885009765625,1195.22998046875,1192.699951171875,1195.0,33343
1194.5721435546875,1194.5721435546875,1195.0,1191.675048828125,1192.6800537109375,35996
1192.6800537109375,1192.6800537109375,1193.7799072265625,1191.56005859375,1191.56005859375,27752
1192.35498046875,1192.35498046875,1192.800048828125,1188.699951171875,1188.699951171875,26475
1188.0,1188.0,1191.0999755859375,1188.0,1189.5450439453125,49633
1189.1500244140625,1189.1500244140625,1192.469970703125,1188.4901123046875,1190.015869140625,33821
1190.25,1190.25,1193.3699951171875,1187.6400146484375,1190.95166015625,64186
1191.77001953125,1191.77001953125,1194.469970703125,1191.030029296875,1193.1300048828125,34182
1191.93994140625,1191.93994140625,1192.82373046875,1190.010009765625,1192.7646484375,50964
1192.8699951171875,1192.8699951171875,1194.7298583984375,1191.50830078125,1193.93994140625,84997
1193.68994140625,1193.68994140625,1195.8299560546875,1189.030029296875,1189.4544677734375,125997
1188.6800537109375,1188.6800537109375,1197.1734619140625,1187.7900390625,1193.0,276558
1194.18994140625,1194.18994140625,1196.2509765625,1192.97998046875,1194.989990234375,194589
1194.3499755859375,1194.3499755859375,1195.46826171875,1190.4599609375,1190.4599609375,85685
1190.094970703125,1190.094970703125,1193.08984375,1188.0,1193.08984375,71009
1192.6199951171875,1192.6199951171875,1193.549560546875,1188.191650390625,1192.75,78163
1193.4200439453125,1193.4200439453125,1198.0999755859375,1192.0899658203125,1197.68994140625,54574
1196.550048828125,1196.550048828125,1198.39404296875,1196.1500244140625,1196.6650390625,46079
1196.8592529296875,1196.8592529296875,1197.3929443359375,1194.0145263671875,1196.1700439453125,51872
1196.0,1196.0,1198.9998779296875,1194.309326171875,1197.9749755859375,54664
1197.5799560546875,1197.5799560546875,1199.9998779296875,1195.93505859375,1197.780029296875,45248
1198.3800048828125,1198.3800048828125,1200.714599609375,1191.145263671875,1193.1099853515625,133775
1193.989990234375,1193.989990234375,1205.6400146484375,1193.5,1205.16015625,182380
1205.8599853515625,1205.8599853515625,1208.8876953125,1205.02001953125,1208.30908203125,56214
1208.429931640625,1208.429931640625,1209.378662109375,1207.39013671875,1208.6400146484375,36662
1208.6400146484375,1208.6400146484375,1209.1201171875,1207.699951171875,1207.7750244140625,36270
1207.5799560546875,1207.5799560546875,1208.449951171875,1206.5001220703125,1208.0250244140625,29803
1207.85498046875,1207.85498046875,1208.4549560546875,1204.7900390625,1206.0,45456
1205.719970703125,1205.719970703125,1208.624267578125,1205.425048828125,1208.3699951171875,55351
1208.3599853515625,1208.3599853515625,1210.3800048828125,1207.739990234375,1209.2750244140625,78351
1208.8199462890625,1208.8199462890625,1211.2198486328125,1208.530029296875,1210.0,125219
1209.5550537109375,1209.5550537109375,1210.5,1206.760009765625,1207.3699951171875,134799
1207.5400390625,1207.5400390625,1207.719970703125,1200.9000244140625,1201.4649658203125,130105
1200.6500244140625,1200.6500244140625,1204.0399169921875,1200.5,1202.0999755859375,107172
1201.52001953125,1201.52001953125,1203.6800537109375,1197.77001953125,1197.77001953125,130153
1197.9649658203125,1197.9649658203125,1201.5,1196.5,1196.989990234375,134033
1196.625,1196.625,1201.094970703125,1193.5350341796875,1197.937255859375,202445
1198.0093994140625,1198.0093994140625,1199.0,1186.5,1186.5,289300
1192.22998046875,1192.22998046875,1193.0,1186.9849853515625,1187.68994140625,308670
1187.324951171875,1187.324951171875,1188.4000244140625,1187.0908203125,1187.27001953125,68071
1186.68994140625,1186.68994140625,1187.52001953125,1185.5350341796875,1185.6949462890625,50044
1185.6300048828125,1185.6300048828125,1185.9649658203125,1183.739990234375,1185.260009765625,38395
1185.6700439453125,1185.6700439453125,1186.5,1185.260009765625,1185.862548828125,32391
1185.81494140625,1185.81494140625,1186.6500244140625,1182.9949951171875,1183.25,49564
1182.7850341796875,1182.7850341796875,1186.7513427734375,1182.300048828125,1186.3599853515625,60825
1186.1800537109375,1186.1800537109375,1187.489990234375,1185.010009765625,1187.2598876953125,25872
1187.1907958984375,1187.1907958984375,1187.6099853515625,1184.8800048828125,1186.2601318359375,41697
1186.2601318359375,1186.2601318359375,1187.0799560546875,1185.06005859375,1186.571533203125,52238
1187.0,1187.0,1188.1800537109375,1186.5,1188.1800537109375,32772
